,device,endlatitude,endlocaltime,endlongitude,filedate,filetimeutc,numbsmtx,numinforms,numintersectionencounters,numnormalbsmrx,numwarnings,startlatitude,startlocaltime,startlongitude,utctime,uuid,tripid,tripdistance,avgspeed,utctime(datetime),tripdistance_miles,avgspeed_mph,endlocaltime(datetime),startlocaltime(datetime)
253,103777,40.295112342,41240509,-83.506668185,20200618,105258,23283.0,40.0,1.0,5832,0,40.132608804,39313233.0,-83.076588768,1592477578387,1d272d82e0fda4fcb1f2997ea9a317e4,d8a171f89b281ae1d8337f6774a427f5,40816.361380843,17.470863888,2020-06-18 10:52:58.387,25.3621032875758,39.08119739382162,1970-01-01 11:27:20.509,1970-01-01 10:55:13.233
254,100085,40.144576867,71975356,-82.978965624,20200620,192433,20930.0,0.0,0.0,232,0,40.123024183,69874346.0,-83.088059759,1592681073747,1d62cc58539cc320430bd060bec82dac,b8dde7e176cdbd6e3ce73332ebd5009a,9600.807425882,10.157284313,2020-06-20 19:24:33.747,5.965663311027724,22.721190879071244,1970-01-01 19:59:35.356,1970-01-01 19:24:34.346
255,100943,40.095173144,65088994,-83.131700929,20200611,175322,6778.0,0.0,0.0,0,0,40.064120031,64519142.0,-83.141930935,1591898002834,1d815b1ea7fa9909949b82936a615787,910dfb8ccc27615762d843ebb67edc3a,3556.711875158,12.389425459,2020-06-11 17:53:22.834,2.210037614578802,27.714346872783445,1970-01-01 18:04:48.994,1970-01-01 17:55:19.142
256,101084,40.095105401,41666235,-83.131558937,20200609,112644,4070.0,0.0,0.0,0,0,40.075589546,41360108.0,-83.128222812,1591702004588,1d8d04d3338348548179b4516de1c0ea,8034949e0b0d0389f0aafa2e2a6b9533,2185.567758967,10.220559357,2020-06-09 11:26:44.588,1.3580484239570838,22.862733077586412,1970-01-01 11:34:26.235,1970-01-01 11:29:20.108
257,101576,45.981772476,60494527,-83.855995262,20200629,162845,11611.0,0.0,0.0,0,0,45.999298273,59326009.0,-83.756774006,1593448125509,1d97c0c22772b195c082bbc5d59fdc3b,c55a710176caff75b0665678288b7dcf,7930.294618736,11.639213082,2020-06-29 16:28:45.509,4.927655097538607,26.03617009911152,1970-01-01 16:48:14.527,1970-01-01 16:28:46.009
258,101228,40.43469761,67688672,-83.301233578,20200614,184758,21.0,0.0,0.0,0,0,40.434159062,67679063.0,-83.30132317,1592160478475,1db17308089275cd937cb6eaef4e9b0e,1b08caadbcfae459c1cd9e0c14f6bde4,60.283236334,7.691249854,2020-06-14 18:47:58.475,0.037458254844093916,17.204830606907404,1970-01-01 18:48:08.672,1970-01-01 18:47:59.063
259,100810,40.260177297,50423998,-83.389589407,20200613,135736,1182.0,0.0,0.0,0,0,40.262681733,50302387.0,-83.379415202,1592056656268,1dbd4e105686819a587890b1c4d972a2,e36ec7003976e6e6749ce17937a3eb3e,909.071999084,7.899492528,2020-06-13 13:57:36.268,0.5648709771428242,17.670656057817197,1970-01-01 14:00:23.998,1970-01-01 13:58:22.387
260,102816,40.236394466,5961604,-83.365915349,20200612,13648,1442.0,0.0,2.0,0,0,40.232034892,5808990.0,-83.363418217,1591925808391,1deafabdb07820fbd154f1d1a6091695,72067b8a81cf8a689504c196bfcbb10f,528.674726261,4.686386039,2020-06-12 01:36:48.391,0.32850314333152386,10.48314376598209,1970-01-01 01:39:21.604,1970-01-01 01:36:48.990
261,101032,40.236394466,71930344,-83.365915349,20200605,195838,0.0,0.0,0.0,0,0,40.232034892,71918641.0,-83.363418217,1591387118641,1e4f873ec03334b6104c56359e8fd33a,32eaca66e94ebadf850d342da3c3e115,528.674726261,5.795665533,2020-06-05 19:58:38.641,0.32850314333152386,12.964530556460677,1970-01-01 19:58:50.344,1970-01-01 19:58:38.641
262,101735,40.089280803,70632646,-83.032537105,20200614,192555,8035.0,0.0,0.0,0,0,40.085815054,69955684.0,-83.089789504,1592162755085,1e5c1d100a2f9d99d0213a53e90647fa,787dac014afdf0b051d74fe5f7e2493e,4897.894680136,8.709956259,2020-06-14 19:25:55.085,3.043409715290786,19.483611230199923,1970-01-01 19:37:12.646,1970-01-01 19:25:55.684
263,100943,40.073215133,78326863,-83.138205094,20200601,213912,3470.0,0.0,0.0,0,0,40.064142127,78202852.0,-83.141866261,1591047552520,1e7d6ffa47f4d31de4c5284589c124b9,2b32cfccb967a3566dd859a4549d4b4e,1054.733858544,10.090024596,2020-06-01 21:39:12.520,0.6553810324173438,22.57073522366802,1970-01-01 21:45:26.863,1970-01-01 21:43:22.852
264,101260,40.10288028,84129667,-83.163384543,20200611,225113,18285.0,0.0,1.0,0,0,40.295089767,82518712.0,-83.506708996,1591915873684,1e970c4a4862c08dbb16a330420a2196,28d874ef7595a84dc1099e4406f73b96,36194.54742113,25.575277864,2020-06-11 22:51:13.684,22.490242125614973,57.210249533873565,1970-01-01 23:22:09.667,1970-01-01 22:55:18.712
265,101392,40.10680648,74399930,-83.160575231,20200612,200719,22194.0,0.0,1.0,0,0,40.295036427,72822068.0,-83.506660539,1591992439772,1eb824113b247ac1eb4c7dd74a852e68,3bfbdb769cc07f14625244b30d817f52,36126.561765086,26.264165863,2020-06-12 20:07:19.772,22.447997810533252,58.75124762324943,1970-01-01 20:39:59.930,1970-01-01 20:13:42.068
266,102989,40.295142605,47716762,-83.506695317,20200618,124842,18243.0,0.0,0.0,0,0,40.115680015,46228024.0,-83.15236582,1592484522420,1ed96856a0037b07a8b6056fe44136d9,76f8cfad6bd9ea8658ff1eba2738fd5c,36154.150415261,27.455050283,2020-06-18 12:48:42.420,22.465140597681142,61.41517937783278,1970-01-01 13:15:16.762,1970-01-01 12:50:28.024
267,100810,40.230987925,77765300,-83.343042995,20200619,212723,5132.0,0.0,0.0,22,0,40.254269397,77456382.0,-83.373250616,1592602043748,1f0ec567890ce1a2f547ff28de941c1b,3b2fd9082853067bff01900eb1e2293b,3645.539722143,15.030710081,2020-06-19 21:27:23.748,2.265232662687718,33.62273047346779,1970-01-01 21:36:05.300,1970-01-01 21:30:56.382
268,100810,40.231493691,61962493,-83.342642116,20200618,170413,5008.0,0.0,0.0,0,0,40.254251563,61648761.0,-83.373241104,1592499853444,1f44ae8c310443ad49ab09a7527376dc,b683d1479ac0fbba57a4082d8d2c32a8,3628.359814799,14.742756209,2020-06-18 17:04:13.444,2.2545575664814694,32.978596206033146,1970-01-01 17:12:42.493,1970-01-01 17:07:28.761
269,101032,39.98552927,55117359,-83.027857757,20200607,151026,4688.0,0.0,0.0,0,0,39.970897871,54627127.0,-83.045437052,1591542626617,1f4e120d8f2ef84f0b16ed14ef814316,a8c2c526c17a682cc56e3775b7c70229,2212.284845193,8.721044551,2020-06-07 15:10:26.617,1.3746496465424196,19.50841502531792,1970-01-01 15:18:37.359,1970-01-01 15:10:27.127
270,101452,40.30345187,45883163,-83.513991128,20200610,115453,30585.0,0.0,1.0,0,0,40.049297638,43042388.0,-83.01388507,1591790093545,1f515645ff75c7f8442bb6ebe0ef3a3d,1723db47653f5f9ab39f60d0a087f6ed,51096.083395897,27.005426298,2020-06-10 11:54:53.545,31.74962443579192,60.409399479172414,1970-01-01 12:44:43.163,1970-01-01 11:57:22.388
271,101228,40.285379169,49268824,-83.526967492,20200626,132552,12907.0,0.0,3.0,0,0,40.266750524,48544058.0,-83.37477803,1593177952538,1fa2c80ce51fde1ae7019f51fe0c9c56,d9b4bb6a8a4ca65310317a8e2c2affb1,13107.800696018,24.645820332,2020-06-26 13:25:52.538,8.1448072262854,55.13111289185463,1970-01-01 13:41:08.824,1970-01-01 13:29:04.058
272,102645,40.285416816,46858779,-83.526900026,20200623,123901,15448.0,0.0,1.0,393,0,40.110279025,45545769.0,-83.179891355,1592915941663,1fa305b50088a8104b97dc1f436ae706,a0680b2b9f75d4ec8813bebdd9ca5604,35372.187865251,30.820087109,2020-06-23 12:39:01.663,21.97925174601888,68.94255004922319,1970-01-01 13:00:58.779,1970-01-01 12:39:05.769
273,101228,40.259221022,45036312,-83.374459686,20200614,122612,2372.0,0.0,3.0,0,0,40.303031212,44772492.0,-83.527444933,1592137572492,1fc8ded8db35cf28ce8652d26661372e,5d240261a93c2b26a0e8bcf511153629,13890.002970813,4.2098786,2020-06-14 12:26:12.492,8.630845035977044,9.417227312018161,1970-01-01 12:30:36.312,1970-01-01 12:26:12.492
274,102629,40.021630768,74028440,-83.031527122,20200620,203142,1172.0,0.0,0.0,0,0,40.02522198,73903228.0,-83.034471702,1592685102629,1fd622eea74e8f7687b55cb66d8f810f,8842225a09ee78ea7889254cfe4b0a44,471.365413593,6.43869678,2020-06-20 20:31:42.629,0.292892798409696,14.402950044787369,1970-01-01 20:33:48.440,1970-01-01 20:31:43.228
275,100943,40.071974519,79099123,-83.14971843,20200622,212626,21388.0,0.0,1.0,81,0,40.0720165,77333946.0,-83.149640985,1592861186601,2019c8a590c8454c0cee55f87117e913,8beedbaeb3cfcb3691339629df087e69,8.08536233,17.522075108,2020-06-22 21:26:26.601,0.00502400967635443,39.19575359495905,1970-01-01 21:58:19.123,1970-01-01 21:28:53.946
276,102989,40.108904534,4984227,-83.175399938,20200606,3858,28075.0,0.0,0.0,23,0,40.29501006,2787504.0,-83.506643354,1591403938393,2027bc4c1f7de39f094d99b6b71675af,e90e0e414ebadf83a1db51b088b1c754,34963.171830274,28.451155727,2020-06-06 00:38:58.393,21.725101043349184,63.64340310687019,1970-01-01 01:23:04.227,1970-01-01 00:46:27.504
277,101260,40.084066678,60375301,-83.14158515,20200602,164136,3739.0,0.0,0.0,0,0,40.093836059,60125178.0,-83.132425932,1591116096599,203d9e3a946cf4305a3e69f721e4d651,e7d6114d6f47c9500b3f9686d10bb774,1336.732138557,12.242839727,2020-06-02 16:41:36.599,0.8306065856673017,27.386444030420584,1970-01-01 16:46:15.301,1970-01-01 16:42:05.178
278,103540,40.29510634,35891064,-83.506666534,20200611,92724,21746.0,0.0,0.0,0,0,40.102869934,34045487.0,-83.158815585,1591867644888,2048ff440dd5cf36fc9b91389c1eb845,dfdcc6ee690c558081c95ee2d39d97bd,36508.276392793,14.971838607,2020-06-11 09:27:24.888,22.68518421046618,33.491038777452715,1970-01-01 09:58:11.064,1970-01-01 09:27:25.487
279,101260,40.095322976,45155832,-83.130618034,20200605,122911,1994.0,0.0,0.0,0,0,40.085569834,44955612.0,-83.122991782,1591360151414,20514c5cf1e7d06c031dee441635f935,0b0c5a28adf52dd7ffc0c0b777836766,1263.240276386,8.999861248,2020-06-05 12:29:11.414,0.7849408737782452,20.132110020711632,1970-01-01 12:32:35.832,1970-01-01 12:29:15.612
280,100810,40.187205898,80854677,-83.021011694,20200623,221610,6754.0,0.0,0.0,0,0,40.273036378,80171307.0,-83.069427043,1592950570708,2076837d24c3dc1b3646138a9b4ac0d2,11fb351800e2995f5c77aee45773282c,10383.125847775,15.491386677,2020-06-23 22:16:10.708,6.451773291157799,34.653234351147006,1970-01-01 22:27:34.677,1970-01-01 22:16:11.307
281,102429,40.285416269,44740080,-83.526905007,20200624,115436,21682.0,0.0,0.0,0,0,40.068346817,42992915.0,-83.105000268,1592999676607,20984d6be27678076268459a2da3b0ea,35ba39919bee9c59902f3f5fde54979d,43269.683849636,28.296578532,2020-06-24 11:54:36.607,26.88652672333217,63.29762387642655,1970-01-01 12:25:40.080,1970-01-01 11:56:32.915
282,100085,40.285352927,46783695,-83.526995036,20200626,124522,10662.0,0.0,0.0,0,0,40.269015073,46094734.0,-83.375525635,1593175522435,20baeb8a4a6427ba42673eb00865e9a2,67c733b3c2377d0099a09efa1806039f,13009.217745941,26.638661749,2020-06-26 12:45:22.435,8.083550640013105,59.58897080269637,1970-01-01 12:59:43.695,1970-01-01 12:48:14.734
283,101084,40.094979508,69441865,-83.131761779,20200601,191020,3502.0,0.0,0.0,0,0,40.075620266,69170242.0,-83.128194434,1591038620439,20d401291025ee4ff87571f2ec743dca,05a31c59c5fe579f8c9ec997a7511379,2171.002996165,11.468016202,2020-06-01 19:10:20.439,1.348998302730042,25.65321370363059,1970-01-01 19:17:21.865,1970-01-01 19:12:50.242
284,102816,40.230978838,71511156,-83.340232061,20200613,192908,13546.0,0.0,9.0,2,0,40.305973917,70260239.0,-83.472894372,1592076548435,210e54d8c729a25fc389ef18feeb4da9,3a6744b90128d52d194d794571516eda,14024.123622879,15.183318467,2020-06-13 19:29:08.435,8.714183719671947,33.96410560496973,1970-01-01 19:51:51.156,1970-01-01 19:31:00.239
285,103760,40.119352596,1273306,-83.172564168,20200624,552,10993.0,0.0,,0,0,40.231302955,352818.0,-83.345608441,1592957152220,210ea2542b4c8f386706638a8d6154dd,8cdd7357a870c4ba0ad9b5c834198914,19281.15333715,24.994043748,2020-06-24 00:05:52.220,11.980749530258233,55.91006624785863,1970-01-01 00:21:13.306,1970-01-01 00:05:52.818
286,100134,40.084495208,57603754,-83.0499683,20200617,155159,5969.0,0.0,0.0,0,0,40.085929104,57119909.0,-83.089096507,1592409119310,21349641fcb563d0ba1641d832e7cddc,54d3288f91a5be0e59ec0cd59878a475,3340.947303125,9.988872211,2020-06-17 15:51:59.310,2.075967766690084,22.344463852636615,1970-01-01 16:00:03.754,1970-01-01 15:51:59.909
287,101228,40.260031822,69073479,-83.375237806,20200609,190809,1598.0,0.0,5.0,0,0,40.268462851,68909164.0,-83.38345016,1591729689146,2149c33742b614eead2d644de34f2db8,5bc530f964f55a7a574b460195fb63a8,1168.0910243,11.019065068,2020-06-09 19:08:09.146,0.7258178878603153,24.648938929325624,1970-01-01 19:11:13.479,1970-01-01 19:08:29.164
288,101589,40.295111525,52752618,-83.506671219,20200609,141728,16354.0,0.0,0.0,0,0,40.158085181,51643909.0,-83.234059166,1591712248092,216dc063b3b599adaa33be3b6ffbb197,0f5254f442979f784031c4abb67dd7fd,27746.136769374,29.313814079,2020-06-09 14:17:28.092,17.24064475052269,65.57311428509632,1970-01-01 14:39:12.618,1970-01-01 14:20:43.909
289,102752,40.153758023,84796420,-83.239001235,20200619,224720,29497.0,0.0,6.0,0,0,40.153690149,82246161.0,-83.239026064,1592606840041,216f2800929d6aebdc2f23322ff62c0d,251458c9cb8f03ce26ae9a4a93fa86a6,7.827799164,16.152526987,2020-06-19 22:47:20.041,0.004863967394333844,36.13216264718105,1970-01-01 23:33:16.420,1970-01-01 22:50:46.161
290,103540,40.188909937,65885075,-82.757221162,20200607,175616,14101.0,0.0,0.0,0,0,40.061438826,64577446.0,-82.832824236,1591552576848,218bf996c2f5fc229f2fd4df41f3eb8b,3430aead803dacdda3aa71af62d91650,15551.984778419,13.147430297,2020-06-07 17:56:16.848,9.663552333750992,29.409954879877876,1970-01-01 18:18:05.075,1970-01-01 17:56:17.446
291,100329,40.192365812,43265274,-83.1093547,20200622,115127,6946.0,0.0,0.0,0,0,40.192408131,42913642.0,-83.095934442,1592826687611,218e43443ff981ba6e906709806ff84b,bc23fdf4244cb7bc51a4598e5b413bd7,1142.794608507,8.869872441,2020-06-22 11:51:27.611,0.7100994286826031,19.8413334307318,1970-01-01 12:01:05.274,1970-01-01 11:55:13.642
292,102752,40.153728502,61425192,-83.239018542,20200605,155149,44697.0,0.0,0.0,0,0,39.543813057,57110168.0,-82.448528403,1591372309570,219e5a01cbf3e7407c2731a514af1d4a,e6e6e303720ded192b809fc01ace8ae5,95721.367134763,26.315391691,2020-06-05 15:51:49.570,59.47848161789482,58.865836501542105,1970-01-01 17:03:45.192,1970-01-01 15:51:50.168
293,101260,40.030989765,74826635,-83.121610059,20200620,203711,0.0,0.0,0.0,0,0,40.030989765,74232475.0,-83.121610059,1592685431877,21bfaef7da907d5e7bf20fe2bee46b6f,d331e6bb6f3bab21f1a3934771e6d612,0.0,19.635731562,2020-06-20 20:37:11.877,0.0,43.923866963081416,1970-01-01 20:47:06.635,1970-01-01 20:37:12.475
294,103540,40.188579812,4386869,-82.756169879,20200607,3802,21936.0,0.0,0.0,0,0,40.188605391,2405671.0,-82.756248669,1591490282661,21c99d82fc91303f4adec51bec9394d7,74ea60057a0bb3394321d9f48cbde5c0,7.285967589,8.694005507,2020-06-07 00:38:02.661,0.0045272889667445195,19.44793042520435,1970-01-01 01:13:06.869,1970-01-01 00:40:05.671
295,103494,39.411149086,84559044,-82.54146075,20200619,232853,163.0,0.0,,0,0,39.411147616,84534341.0,-82.541809842,1592609333841,21ee08a6ead0f834c098f8fb2c826a32,6cd83faa8d306ad7fe1c917574f0aed1,30.06525178,4.256055551,2020-06-19 23:28:53.841,0.01868167556379038,9.520522177609518,1970-01-01 23:29:19.044,1970-01-01 23:28:54.341
296,101032,40.285406602,60555176,-83.526912369,20200624,164652,3413.0,0.0,0.0,0,0,40.276278661,60412863.0,-83.509969701,1593017212363,21f84e7601555a68d71c6251f0a64024,4fbe4d845c45c5a7434fc3a6ee847f06,1761.641693445,20.707728571,2020-06-24 16:46:52.363,1.0946330606976131,46.32185523560703,1970-01-01 16:49:15.176,1970-01-01 16:46:52.863
297,100818,40.303138122,71884456,-83.526599146,20200604,195737,5.0,0.0,0.0,0,0,40.3030155,71857478.0,-83.526936167,1591300657478,224eb19ffc09c682964c17b815713bfd,8c1a40c2101b08f86a01041de6fc374a,31.722638223,2.952067163,2020-06-04 19:57:37.478,0.019711527435263734,6.603584130505704,1970-01-01 19:58:04.456,1970-01-01 19:57:37.478
298,100943,40.053026118,61976281,-83.184497548,20200623,170339,5367.0,0.0,0.0,0,0,40.063006416,61594647.0,-83.165568449,1592931819676,22abf49ae6939ea9293d772d9212baf3,5e661643045a083c09356e88cd5c7839,1958.688139737,7.365871294,2020-06-23 17:03:39.676,1.2170720080765194,16.476979722566668,1970-01-01 17:12:56.281,1970-01-01 17:06:34.647
299,102701,40.263293862,72323539,-83.374218838,20200612,194312,14437.0,0.0,0.0,247,0,40.295024222,71571765.0,-83.5066417,1591990992237,22aca738c0de20f23191191328296974,57aec1a27cddf09bf439e0f7bb19ff3d,11800.196095847,22.680209383,2020-06-12 19:43:12.237,7.332299648272547,50.73416778428674,1970-01-01 20:05:23.539,1970-01-01 19:52:51.765
300,101860,40.263293862,57798934,-83.374218838,20200608,160303,0.0,0.0,0.0,0,0,40.295024222,57783734.0,-83.5066417,1591632183734,22b536311f371b6ecf9eb1d533879fed,feb85c8c4c6cff23366d6c4e9da70d42,11800.196095847,21.608240283,2020-06-08 16:03:03.734,7.332299648272547,48.33624194239678,1970-01-01 16:03:18.934,1970-01-01 16:03:03.734
301,102645,40.098349089,85653988,-83.156971711,20200604,232007,19374.0,0.0,1.0,0,0,40.295088408,84231556.0,-83.506699586,1591312807139,22ba9c2d5a106844ca93fbaa73f0bee0,45a56d2210f4f56c32112319cc950b0d,36932.376386665,30.748487012,2020-06-04 23:20:07.139,22.948707647758415,68.78238524328043,1970-01-01 23:47:33.988,1970-01-01 23:23:51.556
302,100625,40.069218508,67460869,-83.15973551,20200609,180446,25153.0,0.0,0.0,460,0,40.295040384,65717286.0,-83.50666124,1591725886826,22d499327580463dc8def0125a14985c,8821ec4c5e66500edd05e6dd64092dbe,38752.247564314,26.50290465,2020-06-09 18:04:46.826,24.079522821285355,59.28529091499055,1970-01-01 18:44:20.869,1970-01-01 18:15:17.286
303,101701,40.303019167,52889456,-83.526941,20200618,140950,18850.0,0.0,0.0,376,0,40.295040384,50990321.0,-83.50666124,1592489390321,22fbb08257ee597ca5c12a7c83cb1142,fd26ae18c658e0537eba294d5d918558,1938.495813248,7.106130255,2020-06-18 14:09:50.321,1.204525081973723,15.89595574564658,1970-01-01 14:41:29.456,1970-01-01 14:09:50.321
304,100625,39.883560488,50520319,-82.947303451,20200621,132028,0.0,0.0,0.0,0,0,40.062895351,48186788.0,-83.166550797,1592745628577,231b12e7c1f22edbc2d20212d0efbf3b,e6882bd7561f324c0e9fbabf892145db,27336.775721793,19.592138831,2020-06-21 13:20:28.577,16.98627966702624,43.826352831206286,1970-01-01 14:02:00.319,1970-01-01 13:23:06.788
305,101113,40.086485532,57956887,-83.089265636,20200610,160054,2938.0,0.0,0.0,0,0,40.087324486,57851378.0,-83.092039229,1591804854165,232669ceb46c8fbdd00f55890b7d3278,8e150889bdd6ca57e02bb1e0ce0e2814,254.228902216,5.96358739,2020-06-10 16:00:54.165,0.15797046719885813,13.340160936402086,1970-01-01 16:05:56.887,1970-01-01 16:04:11.378
306,102701,40.295133749,40248292,-83.506685912,20200615,105723,10528.0,0.0,0.0,0,0,40.263310016,39615141.0,-83.374334201,1592218643241,232d9ad7f174ad3401a4975ecc60eee4,650436dc922afcdcfe0282358ba46f4c,11797.512638965,25.652335911,2020-06-15 10:57:23.241,7.330632225986321,57.38262342247434,1970-01-01 11:10:48.292,1970-01-01 11:00:15.141
307,101735,40.099794557,73328187,-83.011750948,20200612,194943,21718.0,0.0,0.0,0,0,40.261543573,71384095.0,-82.923922462,1591991383496,233f3ba6e0bc8a63a21c470e7251165f,ba9c7c6a6ad1f0aabf1196cd402fc843,19455.743365521,12.153815121,2020-06-12 19:49:43.496,12.08923471077715,27.187301719983207,1970-01-01 20:22:08.187,1970-01-01 19:49:44.095
308,100134,40.002905591,85439682,-83.030456686,20200608,233637,5639.0,0.0,0.0,0,0,40.066395049,85092250.0,-83.039721618,1591659397087,236036b11c40aa2187eda4cdeac0e126,5e2a5484ea1baa983044449a66128699,7093.783428288,22.750697873,2020-06-08 23:36:37.087,4.4078713026187435,50.89184599695798,1970-01-01 23:43:59.682,1970-01-01 23:38:12.250
309,102685,40.82280263,70552147,-81.4922436,20200621,190546,17817.0,0.0,,0,0,40.822747931,68766264.0,-81.492215988,1592766346308,236ebe9cb8d2ed0631b5882b9c84606b,a06311ae2b00385497ac97776304dcdc,6.505669247,4.335608999,2020-06-21 19:05:46.308,0.004042434205677637,9.698478117543464,1970-01-01 19:35:52.147,1970-01-01 19:06:06.264
310,103336,40.031037073,83043678,-83.135598186,20200619,225916,2792.0,0.0,0.0,0,0,40.030946606,82756853.0,-83.121589468,1592607556254,237df515e954d4907d0a424ac586f0e8,65ef77a93448dbf6ffa11a409dd1b07b,1195.759736392,8.70624858,2020-06-19 22:59:16.254,0.7430104231616333,19.47531739105145,1970-01-01 23:04:03.678,1970-01-01 22:59:16.853
311,100329,40.167166062,57603254,-83.077720496,20200612,155926,284.0,0.0,0.0,0,0,40.167059454,57567050.0,-83.077751644,1591977566550,23acb3b0e22a4cb6775cb2661f928b33,c740a9c7e389b93e62396132f678299d,12.13127687,2.321283208,2020-06-12 15:59:26.550,0.007538023639988771,5.192561045657405,1970-01-01 16:00:03.254,1970-01-01 15:59:27.050
312,102743,40.099217147,14122811,-83.11722179,20200612,32431,0.0,0.0,0.0,0,0,40.295053311,12525459.0,-83.506660457,1591932271455,23cac8ceea922f0da8e744c2fca58d6c,d9945b359e37e785eeccc2e8efa52cfe,39653.87240197,29.199543106,2020-06-12 03:24:31.455,24.639766348284503,65.31749747754598,1970-01-01 03:55:22.811,1970-01-01 03:28:45.459
313,102752,40.153762299,588040,-83.23355716,20200622,627,1633.0,0.0,0.0,0,0,40.149016869,413224.0,-83.250337924,1592784387370,23f5e31a951b012b8112297aa5c96639,1a7de3e4a0d6a21a84aeba24912f944e,1523.806680044,12.272533379,2020-06-22 00:06:27.370,0.9468492805856202,27.452866817673396,1970-01-01 00:09:48.040,1970-01-01 00:06:53.224
314,101084,40.095094492,41567020,-83.131589695,20200610,112606,3375.0,0.0,0.0,0,0,40.075918383,41314998.0,-83.128136808,1591788366716,240ea336b6214d96b161975eca238a64,c8b17d59d4abc8a33a149e897fa4c5cb,2149.512031314,12.027298128,2020-06-10 11:26:06.716,1.3356444404096115,26.90429135433656,1970-01-01 11:32:47.020,1970-01-01 11:28:34.998
315,101132,40.19279433,55390512,-83.095221805,20200620,150603,10148.0,0.0,0.0,0,0,40.164529508,54364211.0,-83.022787888,1592665563711,2436fc9a03f65e2766127d2a1906beb3,5479992324dd60f37fc7cc578931e7ac,6921.688890893,11.374279515,2020-06-20 15:06:03.711,4.300936747823074,25.443530771454235,1970-01-01 15:23:10.512,1970-01-01 15:06:04.211
316,100810,40.254302972,61052395,-83.369816144,20200621,165125,5781.0,0.0,0.0,0,0,40.231449487,60686259.0,-83.345390803,1592758285673,2478e68930133c433888398688e3cc9e,9fd79afbe2ad685a69247f8fe49630f2,3280.12117231,12.128939051,2020-06-21 16:51:25.673,2.038172172959437,27.131655553412116,1970-01-01 16:57:32.395,1970-01-01 16:51:26.259
317,103777,40.159803243,49184194,-83.092194663,20200606,133519,2612.0,0.0,0.0,0,0,40.158587619,48920169.0,-83.088728939,1591450519570,248ba30bf092a764db93515a6e5cfa81,adbb82b82ad643bc323c4acc197809af,324.653633578,4.166429825,2020-06-06 13:35:19.570,0.20173035294999542,9.32003520044427,1970-01-01 13:39:44.194,1970-01-01 13:35:20.169
318,100134,40.066392115,8112525,-83.039675061,20200609,20039,9647.0,0.0,0.0,0,0,39.993446402,7240344.0,-83.035731658,1591668039745,24a334cd7b9ee3555675c1e1019406f8,de1ca6774473033ce2d8237a73fc577b,8106.533369879,11.826300562,2020-06-09 02:00:39.745,5.037164746575084,26.45467274343781,1970-01-01 02:15:12.525,1970-01-01 02:00:40.344
319,100141,40.016591442,18779404,-83.143397617,20200627,45532,11531.0,0.0,0.0,0,0,39.936966138,17754305.0,-83.094177503,1593233732236,24a8fa885571df37245e93c7f8dfc802,14b466e6bb26f5a53beac5965c01a1c8,9789.972547039,13.562307172,2020-06-27 04:55:32.236,6.0832050315261705,30.338007731182127,1970-01-01 05:12:59.404,1970-01-01 04:55:54.305
320,101160,40.285365983,71480757,-83.526989186,20200619,191731,22508.0,0.0,2.0,0,0,40.112157643,69618881.0,-83.074550803,1592594251893,24cc1e8995e3fc517bd60e247e86fb32,cc16acf0eb41edd92387f0b713869851,43057.294924207,26.258259934,2020-06-19 19:17:31.893,26.75455440434943,58.73803644041826,1970-01-01 19:51:20.757,1970-01-01 19:20:18.881
321,100810,40.254321104,52911378,-83.373172411,20200616,143735,3966.0,0.0,0.0,0,0,40.240494688,52655754.0,-83.390519517,1592318255155,24d561a9a8e371d9996682a830a7784f,9fd6be952467097e3d24f0e59e4a2b30,2129.690234013,14.186049198,2020-06-16 14:37:35.155,1.3233277503988918,31.73327847435765,1970-01-01 14:41:51.378,1970-01-01 14:37:35.754
322,103043,40.285379109,61109172,-83.526971425,20200623,161508,28843.0,0.0,1.0,98,0,40.090099026,58724944.0,-83.017987148,1592928908527,24e6d216a68f173aa38a85a1a8f00373,8ca5d4509d3fead1e4c97c688c3a9507,48465.896264017,24.567851231,2020-06-23 16:15:08.527,30.115302427468507,54.956701034127725,1970-01-01 16:58:29.172,1970-01-01 16:18:44.944
323,101576,40.159718832,40270525,-83.092421291,20200627,110332,3910.0,0.0,0.0,0,0,40.154486682,39960894.0,-83.132429965,1593255812829,25398c0a4096debaf94f98479cf81719,2cce867bcc5601bf5c8dfc90298facad,3457.807495413,14.015660173,2020-06-27 11:03:32.829,2.148581301232271,31.352129198485862,1970-01-01 11:11:10.525,1970-01-01 11:06:00.894
324,102429,40.05620445,698177,-83.060363886,20200605,235620,8981.0,0.0,0.0,3,0,40.055681031,86388906.0,-83.072130593,1591401380209,2566c06d6b94c3abe265290f118009af,d416288a5e30051166797e6a59573f6a,1005.664759974,3.369981732,2020-06-05 23:56:20.209,0.6248909175698044,7.5384321076604595,1970-01-01 00:11:38.177,1970-01-01 23:59:48.906
325,102645,40.098121689,81852274,-83.087078268,20200612,220722,21924.0,0.0,5.0,218,0,40.295022073,79887987.0,-83.506650592,1591999642131,257a6319c09823d5f65e18c8f0bf5182,f5b37a63991e7e00ddbc67d2d659fbe8,41884.961748438,25.278575488,2020-06-12 22:07:22.131,26.026100566588667,56.54654542639458,1970-01-01 22:44:12.274,1970-01-01 22:11:27.987
