,id,driver_id,start_ts,end_ts,vehicle_id,ambulatory_riders,handicapped_riders,total_riders,status,trip_start_lat,trip_start_lon,trip_end_lat,trip_end_lon,max_speed_mph,avg_speed_mph,trip_distance_miles
1826,139177,2167.0,2022-02-22 05:45:52,2022-02-22 08:00:43,55,16,0,16,Completed,40.08534078,-82.96508567,40.08518128,-82.9651699,76.95,43.61610801,0.01
1827,139176,15715.0,2022-02-22 11:32:41,2022-02-22 12:16:45,81,13,0,13,Completed,39.8358537,-82.96164126,40.06307163,-82.96779662,61.135,38.471687192,15.68
1828,139171,16576.0,2022-02-22 16:52:25,2022-02-22 18:50:46,253,13,0,13,Completed,39.94508701,-82.88905349,39.83577659,-82.96168273,82.139,41.177570265,7.54
1829,139168,44.0,2022-02-22 16:56:19,2022-02-22 18:52:30,46,10,0,10,Completed,39.9843851,-82.91747693,39.83570134,-82.96170772,74.534,32.726313204,10.26
1830,139166,15715.0,2022-02-22 09:31:04,2022-02-22 10:44:26,81,6,0,6,Completed,39.98443827,-82.91689536,39.8358537,-82.96164126,57.958,37.949532182,10.25
1831,139140,2167.0,2022-02-21 07:20:03,2022-02-21 08:45:49,55,15,0,15,Completed,40.08534958,-82.9650799,40.08531054,-82.96507286,75.764,47.551033245,0.0
1832,139138,2167.0,2022-02-22 01:53:25,2022-02-22 02:41:08,55,13,0,13,Completed,40.08531054,-82.96507286,39.83586337,-82.96197797,68.829,42.526982456,17.21
1833,139136,15715.0,2022-02-21 16:43:59,2022-02-21 18:52:39,81,13,0,13,Completed,39.98433425,-82.91751701,39.83575529,-82.9626407,64.132,37.514840237,10.25
1834,139134,21.0,2022-02-21 16:57:25,2022-02-21 18:47:30,46,10,0,10,Completed,39.90448968,-82.92217904,39.8357801,-82.96170775,71.962,35.887676709,4.74
1835,139132,16576.0,2022-02-21 17:45:12,2022-02-21 20:00:02,253,7,0,7,Completed,39.94248457,-82.88920669,39.83544492,-82.96098427,86.837,40.466492993,7.38
1836,139053,15392.0,2022-02-18 16:53:10,2022-02-18 17:11:14,7,1,0,1,Completed,40.07212468,-83.12442726,40.06211635,-83.09253626,50.442,26.311778481,0.69
1837,139009,15392.0,2022-02-18 13:54:50,2022-02-18 14:11:10,7,1,0,1,Completed,40.1007005,-83.10478576,40.09042468,-83.10703851,48.138,22.32714557,0.71
1838,146354,24.0,2022-03-22 19:04:26,2022-03-22 20:53:28,71,4,0,4,Completed,40.012804,-82.85026315,39.98394766,-82.9171699,66.011,26.055238452,1.99
1839,146152,16576.0,2022-03-19 02:04:04,2022-03-19 03:33:25,253,12,0,12,Completed,39.94249726,-82.88920929,40.09729034,-83.07951699,78.695,45.278244953,10.68
1840,146057,24.0,2022-03-21 17:30:59,2022-03-21 19:12:01,71,2,1,3,Completed,39.94181804,-82.83030853,39.89489413,-82.92636026,68.494,35.692782828,3.24
1841,145303,45.0,2022-03-24 11:07:43,2022-03-24 11:28:02,5,1,0,1,Completed,40.01583859,-82.94994743,39.95150477,-83.02671353,78.314,37.766631206,4.44
1842,145230,2167.0,2022-03-16 00:53:11,2022-03-16 01:47:32,55,13,0,13,Completed,40.08537135,-82.96512668,39.86255943,-83.00424288,72.409,43.743860927,15.37
1843,145152,2733.0,2022-03-29 16:45:07,2022-03-29 17:59:37,51,13,0,13,Completed,40.03003095,-82.99435491,39.89489371,-83.42196308,74.87,44.649818803,9.32
1844,145146,25445.0,2022-03-30 11:06:05,2022-03-30 16:59:30,46,9,0,9,Completed,39.89487827,-83.42217057,40.00701081,-83.0372086,75.429,36.943317001,7.74
1845,145005,15392.0,2022-03-22 16:19:55,2022-03-22 16:56:14,7,1,0,1,Completed,40.07212591,-83.12431596,40.10206634,-83.16118422,51.426,26.516488688,2.07
1846,144899,2733.0,2022-03-24 14:21:06,2022-03-24 15:43:20,55,11,0,11,Completed,40.08532208,-82.96527524,40.08538433,-82.96508664,4.719,0.59212,0.0
1847,144889,2733.0,2022-03-25 16:48:06,2022-03-25 18:01:37,51,13,0,13,Completed,39.95342469,-82.99434794,39.89484198,-83.42200129,74.735,44.668513393,4.04
1848,144774,16576.0,2022-03-15 03:13:02,2022-03-15 04:12:45,253,12,0,12,Completed,39.94252864,-82.88925899,40.06283688,-82.96952961,78.494,45.690738182,8.3
1849,144653,15392.0,2022-03-21 08:42:46,2022-03-21 09:37:36,7,4,0,4,Completed,40.08002136,-82.94344765,39.8358194,-82.96170111,75.294,41.868407834,16.85
1850,144536,24.0,2022-03-18 17:33:49,2022-03-18 19:59:14,71,3,2,5,Completed,39.97669445,-82.87370873,39.93742129,-82.96070727,67.868,34.252615385,2.71
1851,144508,24.0,2022-03-15 18:59:19,2022-03-15 21:37:08,71,5,0,5,Completed,40.00511335,-82.79073032,39.98404893,-82.9170991,66.459,25.458592073,1.45
1852,143917,3843.0,2022-03-18 01:33:03,2022-03-18 02:24:37,83,24,0,24,Completed,40.11850726,-83.08465915,39.89480059,-83.42205678,72.856,45.816877228,15.43
1853,143829,3843.0,2022-03-18 16:51:18,2022-03-18 18:01:10,83,10,0,10,Completed,39.93326177,-83.05850333,39.83567986,-82.96171478,70.262,36.539969005,6.73
1854,143797,2733.0,2022-03-18 18:46:15,2022-03-18 19:42:03,51,14,0,14,Completed,39.89501443,-83.42177418,40.09225513,-83.12654531,70.462,48.348496314,13.61
1855,143773,15602.0,2022-03-16 08:58:57,2022-03-16 10:06:06,46,14,0,14,Completed,39.98443693,-82.91687707,39.89496054,-83.42189374,73.505,54.888218121,6.17
1856,143770,15602.0,2022-03-15 10:52:27,2022-03-15 12:00:57,46,12,0,12,Completed,39.89490395,-83.42188151,40.09289699,-83.12568766,73.617,42.286629167,13.66
1857,143532,15392.0,2022-03-10 12:03:49,2022-03-10 12:29:56,7,1,0,1,Completed,40.07048412,-83.12333079,40.09857337,-83.15025771,68.964,29.600962733,1.94
1858,143488,33.0,2022-03-10 19:13:50,2022-03-10 20:02:54,72,2,1,3,Completed,39.98408087,-82.91708242,39.98408087,-82.91708242,0.0,0.0,0.0
1859,143446,16576.0,2022-03-10 03:11:55,2022-03-10 04:40:21,253,13,0,13,Completed,39.94234085,-82.88924611,40.09724732,-83.07948711,86.099,44.52896927,10.69
1860,143377,3843.0,2022-03-18 00:44:14,2022-03-18 01:32:28,83,1,0,1,Completed,39.93326562,-83.05847999,40.11851279,-83.08469275,71.223,39.862855297,12.78
1861,143328,16576.0,2022-03-17 19:39:15,2022-03-17 20:07:28,253,1,0,1,Completed,40.1026283,-83.15870026,40.131885,-83.11790447,49.212,20.048858824,2.02
1862,143044,16576.0,2022-03-09 15:03:05,2022-03-09 15:46:24,253,1,0,1,Completed,40.08050791,-83.16118519,40.10263348,-83.16401396,40.51,14.072038462,1.53
1863,142769,23.0,2022-03-08 11:33:46,2022-03-08 13:25:47,72,1,1,2,Completed,39.98406985,-82.91718629,40.0879085,-82.97222341,85.585,42.605138486,7.16
1864,142728,16576.0,2022-03-09 12:20:32,2022-03-09 12:44:00,253,1,0,1,Completed,39.94385034,-82.87802375,39.9430903,-83.02231065,78.762,40.203588571,0.05
1865,142688,23.0,2022-03-07 18:42:03,2022-03-07 21:16:27,72,5,0,5,Completed,39.87848901,-82.82816075,40.03042246,-82.91177644,83.907,26.401327519,10.48
1866,142683,23.0,2022-03-07 13:43:49,2022-03-07 18:41:44,72,2,2,4,Completed,39.97118329,-82.9680111,39.87848901,-82.82816075,80.819,36.707138379,6.4
1867,142239,2190.0,2022-03-04 19:21:32,2022-03-04 20:20:20,7,1,0,1,Completed,40.108966,-83.13814544,40.07205018,-83.12455619,43.799,23.337527027,2.55
1868,142222,23.0,2022-03-04 11:19:02,2022-03-04 13:23:45,72,3,1,4,Completed,39.9841135,-82.91714874,40.08785691,-82.97210155,78.337,31.605401384,7.16
1869,142059,15602.0,2022-03-07 16:58:21,2022-03-07 18:58:01,46,10,0,10,Completed,39.98422998,-82.91740205,39.83583262,-82.96178103,67.779,31.51084778,10.24
1870,142010,3843.0,2022-03-10 19:05:21,2022-03-10 19:50:21,85,6,0,6,Completed,39.98420079,-82.91756299,39.98420079,-82.91756299,0.0,0.0,0.0
1871,141940,2733.0,2022-03-11 19:35:03,2022-03-11 20:44:08,51,14,0,14,Completed,39.90195624,-83.43147198,40.09226658,-83.12653244,70.462,44.323915401,13.13
1872,141938,15602.0,2022-03-11 12:04:35,2022-03-11 12:37:57,46,14,0,14,Completed,39.89490132,-83.42192595,40.09286629,-83.12565966,72.901,54.997715909,13.66
1873,141876,15392.0,2022-03-04 12:30:36,2022-03-04 12:44:01,7,1,0,1,Completed,40.0985563,-83.15026813,40.09218357,-83.09332254,65.475,36.032211679,0.44
1874,141691,23.0,2022-03-03 20:12:14,2022-03-03 22:21:52,72,3,0,3,Completed,39.90764451,-82.82824991,39.9841135,-82.91714874,78.136,33.901810273,5.28
1875,141498,15392.0,2022-03-07 17:27:52,2022-03-07 17:37:21,7,1,0,1,Completed,40.09886441,-83.12051724,40.11725082,-83.13840078,47.378,19.977173913,1.27
1876,141479,6.0,2022-03-02 13:00:58,2022-03-02 14:20:37,43,1,0,1,Completed,41.61550515,-83.67333297,41.61550515,-83.67333297,0.0,0.0,0.0
1877,141319,24.0,2022-03-02 19:56:16,2022-03-02 21:13:20,71,3,0,3,Completed,40.02966477,-82.91072395,39.98403236,-82.91711502,66.302,24.975857633,3.15
1878,141235,2190.0,2022-03-01 20:05:06,2022-03-01 21:56:19,46,7,0,7,Completed,39.98440744,-82.91749206,39.98440744,-82.91749206,0.0,0.0,0.0
1879,141109,15392.0,2022-03-07 14:54:05,2022-03-07 15:20:16,7,1,0,1,Completed,40.07223161,-83.12456003,40.09319042,-83.14712976,48.921,25.540362694,1.45
1880,141105,15392.0,2022-03-08 14:54:47,2022-03-08 15:54:59,7,1,0,1,Completed,40.06331954,-83.10235526,40.08606805,-83.10995703,52.321,28.387436426,1.57
1881,141101,6.0,2022-03-09 21:21:40,2022-03-09 21:47:12,55,1,0,1,Completed,40.0853529,-82.96526018,40.0853529,-82.96526018,0.0,0.0,0.0
1882,141063,16576.0,2022-03-01 12:03:27,2022-03-01 12:34:52,253,1,0,1,Completed,39.94239074,-82.88923059,39.93605871,-82.93833933,78.404,41.879822878,0.44
1883,140973,24.0,2022-03-01 18:42:43,2022-03-01 20:06:04,71,4,0,4,Completed,39.98413958,-82.91694638,40.01335486,-82.85045041,68.718,29.688235099,2.02
1884,140971,11.0,2022-03-01 18:44:51,2022-03-01 19:44:44,42,1,1,2,Completed,40.08746078,-82.97223476,39.87670677,-82.86698684,73.147,40.707268229,14.54
1885,140657,23.0,2022-02-28 13:30:30,2022-02-28 15:33:33,72,3,1,4,Completed,40.08787877,-82.97225917,39.96871395,-82.95089727,80.999,37.021309443,8.22
1886,140655,24.0,2022-02-28 13:18:33,2022-02-28 14:50:28,71,5,0,5,Completed,39.9711585,-82.96800706,40.08789575,-82.97216579,67.018,19.567584098,8.05
1887,140653,33.0,2022-02-28 13:27:36,2022-02-28 15:43:43,42,3,0,3,Completed,39.97117444,-82.96813267,40.07484831,-82.96899227,81.177,36.790275362,7.15
1888,140650,33.0,2022-02-28 11:45:47,2022-02-28 13:27:19,42,6,0,6,Completed,39.9843802,-82.91755691,39.97117554,-82.96809312,62.522,23.395792308,0.91
1889,140648,23.0,2022-02-28 11:50:13,2022-02-28 13:29:54,72,2,1,3,Completed,39.98406808,-82.91717787,40.0878825,-82.97225333,76.055,31.634387424,7.16
1890,140506,45.0,2022-03-02 02:44:37,2022-03-02 03:57:00,5,1,0,1,Completed,40.01105934,-82.93913046,39.94835535,-82.67167826,79.254,49.212313454,4.33
1891,140481,2733.0,2022-03-04 17:49:15,2022-03-04 19:00:31,51,14,0,14,Completed,40.025179,-82.99451773,39.89483515,-83.42198559,72.654,42.946713355,8.99
1892,140471,15602.0,2022-03-01 10:00:51,2022-03-01 11:07:20,46,14,0,14,Completed,39.98442934,-82.9168838,39.89491485,-83.42192169,72.856,53.577954248,6.18
1893,140468,2733.0,2022-03-01 23:16:10,2022-03-02 00:39:03,51,9,0,9,Completed,39.94213315,-83.04902189,40.09227482,-83.12617988,70.687,49.293618667,10.36
1894,140467,2733.0,2022-03-01 19:47:33,2022-03-01 20:42:24,51,11,0,11,Completed,39.89501097,-83.42205501,40.092924,-83.12567355,70.687,55.474468927,13.65
1895,140460,2733.0,2022-03-02 19:35:09,2022-03-02 20:43:05,51,11,0,11,Completed,39.89486472,-83.42208505,40.09220648,-83.12651804,70.642,52.402369973,13.62
1896,140426,16576.0,2022-03-03 02:48:35,2022-03-03 04:41:39,253,13,0,13,Completed,39.93812927,-82.93047706,40.12085144,-83.09426575,83.303,45.766107872,12.61
1897,140421,15715.0,2022-03-02 09:30:54,2022-03-02 10:47:34,81,6,0,6,Completed,39.98444544,-82.9168863,39.83529358,-82.96293408,65.721,39.408930081,10.29
1898,140415,15715.0,2022-03-02 16:47:38,2022-03-02 18:53:29,81,13,0,13,Completed,39.98428959,-82.91759136,39.83582119,-82.96176165,67.241,38.221410861,10.24
1899,140412,16576.0,2022-03-03 18:48:24,2022-03-03 20:07:06,253,6,0,6,Completed,39.835757,-82.96165891,40.06277502,-82.96910117,77.352,38.046716243,15.66
1900,140382,15715.0,2022-02-28 16:39:38,2022-02-28 18:51:08,81,13,0,13,Completed,39.98444347,-82.91756741,39.83583834,-82.96175396,63.953,36.722788594,10.25
1901,140377,15715.0,2022-03-01 11:36:08,2022-03-01 12:34:39,81,13,0,13,Completed,39.83580046,-82.96172029,40.06290035,-82.97139342,64.2,37.156416867,15.67
1902,140372,16576.0,2022-03-01 17:56:34,2022-03-01 19:37:26,253,7,0,7,Completed,39.94250406,-82.88924701,39.83543623,-82.96093981,87.307,45.576563636,7.39
1903,140373,2167.0,2022-03-01 05:53:28,2022-03-01 12:05:20,55,15,0,15,Completed,40.08536116,-82.96509267,40.08530122,-82.96510304,73.684,39.668917492,0.0
1904,140192,2167.0,2022-02-27 03:12:28,2022-02-27 04:40:43,55,11,0,11,Completed,40.08536274,-82.96512114,40.05789177,-82.96198179,77.352,60.070606784,1.9
1905,140164,23.0,2022-02-25 13:40:29,2022-02-25 16:30:41,72,4,1,5,Completed,40.08752865,-82.99705806,39.93835322,-82.93751239,83.258,36.037026971,10.29
1906,140159,11.0,2022-02-25 11:26:58,2022-02-25 13:09:33,42,4,0,4,Completed,39.98422008,-82.91754367,40.08788057,-82.97225107,73.17,35.435064644,7.15
1907,140129,16576.0,2022-03-02 12:10:59,2022-03-02 13:34:51,253,5,0,5,Completed,39.94245757,-82.88919203,40.02745945,-82.93933792,80.35,30.219214844,5.86
1908,140123,44.0,2022-02-28 12:33:52,2022-02-28 13:20:09,5,2,0,2,Completed,40.01586766,-82.94985285,40.01586766,-82.94985285,0.0,0.0,0.0
1909,140073,2190.0,2022-03-03 23:59:30,2022-03-04 00:15:29,55,1,0,1,Completed,40.08531126,-82.96513461,40.08531126,-82.96513461,0.0,0.0,0.0
1910,139925,15392.0,2022-02-24 21:34:45,2022-02-24 22:21:51,7,1,0,1,Completed,40.08000992,-83.09271922,40.11812469,-83.08334903,46.863,19.982291209,2.63
1911,139923,3843.0,2022-02-24 19:54:03,2022-02-24 20:14:55,46,1,0,1,Completed,40.06260738,-82.97083118,40.03650461,-82.93142282,52.008,22.044929577,1.8
1912,139648,15715.0,2022-02-23 10:40:46,2022-02-23 11:22:18,81,13,0,13,Completed,39.83583475,-82.96167046,40.06294508,-82.9710103,61.358,39.977002604,15.67
1913,139609,23.0,2022-02-23 18:47:45,2022-02-23 20:28:16,72,2,1,3,Completed,39.87846271,-82.82816447,39.89489252,-82.92667998,83.795,40.663600509,1.13
1914,139492,15715.0,2022-02-24 11:25:26,2022-02-24 12:22:19,81,13,0,13,Completed,39.83530136,-82.96287023,40.06284453,-82.97128914,61.47,38.663866162,15.7
1915,139463,15392.0,2022-02-23 12:30:10,2022-02-23 12:44:30,7,1,0,1,Completed,40.09721073,-83.15856599,40.09221927,-83.09345484,74.512,37.38477686,0.34
1916,139458,33.0,2022-02-24 11:45:01,2022-02-24 16:29:14,85,2,0,2,Completed,39.8948865,-83.42183783,39.94847828,-82.89941378,77.152,36.991316231,3.7
1917,139431,33.0,2022-02-21 19:13:32,2022-02-21 19:59:19,41,4,0,4,Completed,39.98404604,-82.91721555,39.98404604,-82.91721555,0.0,0.0,0.0
1918,139376,15715.0,2022-02-23 16:57:36,2022-02-23 18:55:09,81,13,0,13,Completed,40.09272596,-83.1256117,39.83582595,-82.96168452,64.288,32.821976717,17.72
1919,139137,15715.0,2022-02-21 09:32:36,2022-02-21 10:46:40,81,6,0,6,Completed,39.98449699,-82.91692638,39.83575788,-82.96260166,64.714,40.234133779,10.26
1920,139174,16576.0,2022-02-23 01:40:46,2022-08-02 19:58:25,253,13,0,13,Completed,39.94253163,-82.88920776,39.98418273,-82.91754808,98.402,33.736735924,2.87
1921,140127,16576.0,2022-03-04 12:39:43,2022-08-02 19:57:51,253,7,0,7,Completed,39.94314247,-83.02218799,39.98418273,-82.91754808,98.402,33.253638336,2.83
1922,140130,16576.0,2022-03-01 12:35:01,2022-08-02 19:58:07,55,6,0,6,Completed,40.08530122,-82.96510304,40.06063589,-82.97597434,89.633,37.926992841,1.7
1923,140407,16576.0,2022-03-03 20:27:11,2022-08-02 19:57:56,253,16,0,16,Completed,40.05938603,-82.96713965,39.98418273,-82.91754808,98.402,33.285052933,5.19
1924,142005,16576.0,2022-03-10 20:09:32,2022-08-02 19:57:04,253,16,0,16,Completed,39.86822845,-82.93674352,39.98418273,-82.91754808,98.402,33.095334956,8.0
1925,142017,16576.0,2022-03-09 20:16:38,2022-08-02 19:57:09,253,16,0,16,Completed,39.86806813,-82.93674162,39.98418273,-82.91754808,98.402,33.150930541,8.01
1926,142041,16576.0,2022-03-08 20:15:10,2022-08-02 19:57:24,253,16,0,16,Completed,39.83896783,-83.00142845,39.98418273,-82.91754808,98.402,33.248559564,10.02
1927,142055,16576.0,2022-03-07 17:58:29,2022-08-02 19:57:32,253,7,0,7,Completed,39.94255436,-82.88922705,39.98418273,-82.91754808,98.402,33.369462137,2.87
1928,143204,16576.0,2022-03-09 15:49:13,2022-08-02 19:57:13,253,1,1,2,Completed,40.1025247,-83.16384454,39.98418273,-82.91754808,98.402,33.197270434,8.16
1929,145226,16576.0,2022-03-15 19:41:01,2022-08-02 19:56:44,253,4,0,4,Completed,39.83047985,-82.93322076,39.98418273,-82.91754808,98.402,33.150813586,10.6
1930,146039,6.0,2022-03-18 17:45:33,2022-08-02 19:35:11,41,1,0,1,Completed,39.99636422,-82.92233867,39.99697879,-82.92253058,80.171,28.052735158,0.04
1931,149296,16576.0,2022-04-07 01:58:27,2022-08-02 19:55:49,85,12,0,12,Completed,39.94242879,-82.89024933,39.86293248,-82.93728801,97.821,37.815670555,5.48
1932,150708,16576.0,2022-04-06 17:43:59,2022-08-02 19:55:53,85,3,0,3,Completed,40.08883053,-82.99251182,39.86366077,-82.93698832,97.821,37.767957249,15.54
1933,150881,16576.0,2022-04-14 15:49:43,2022-08-02 19:55:23,253,11,0,11,Completed,39.98422808,-82.91755348,39.98418273,-82.91754808,98.402,33.164563355,0.0
1934,151065,16576.0,2022-04-07 13:24:36,2022-08-02 19:55:45,42,1,0,1,Completed,39.91298403,-82.86738986,39.98375528,-82.91712992,87.822,30.834374321,4.88
1935,151158,16576.0,2022-04-08 12:59:08,2022-08-02 19:55:39,72,1,1,2,Completed,39.97117258,-82.96810057,39.98400694,-82.91708858,86.479,25.899507803,0.89
1936,152378,16576.0,2022-04-14 18:44:25,2022-08-02 19:55:19,72,5,0,5,Completed,39.9840001,-82.91703061,39.98400694,-82.91708858,86.479,25.931802071,0.0
1937,152437,6.0,2022-04-18 13:03:05,2022-08-02 19:32:10,55,11,0,11,Completed,40.08539664,-82.96509919,40.10668559,-82.97779591,89.633,38.692219554,1.47
1938,152583,16576.0,2022-04-19 15:56:35,2022-08-02 19:55:07,46,11,0,11,Completed,39.98297502,-83.02198538,39.98438444,-82.91756025,89.834,39.293181741,0.1
1939,152609,16576.0,2022-04-22 02:03:32,2022-08-02 19:54:53,85,12,0,12,Completed,39.94251048,-82.88925258,39.86023731,-82.93810517,97.821,38.563204066,5.68
1940,153051,16576.0,2022-04-18 10:15:14,2022-08-02 19:55:13,72,4,0,4,Completed,39.98448234,-82.91686215,39.98400694,-82.91708858,86.479,26.025418839,0.03
1941,153472,16576.0,2022-04-20 19:31:43,2022-08-02 19:54:59,72,4,0,4,Completed,40.03043254,-82.91177338,39.98400694,-82.91708858,86.479,26.012628923,3.2
1942,155102,16576.0,2022-04-26 12:35:01,2022-08-02 19:54:44,72,3,0,3,Completed,39.98401386,-82.91705841,39.98400694,-82.91708858,86.479,26.002492144,0.0
1943,155349,16576.0,2022-04-26 15:32:53,2022-08-02 19:54:39,72,4,0,4,Completed,39.98402902,-82.91707091,39.98400694,-82.91708858,86.479,26.011172428,0.0
1944,157411,16576.0,2022-05-14 02:01:20,2022-08-02 19:54:02,85,12,0,12,Completed,39.98418213,-82.91754469,39.85740257,-82.93827076,97.821,40.26086574,8.75
1945,158106,16576.0,2022-05-09 17:52:36,2022-08-02 19:54:16,72,5,0,5,Completed,39.98414358,-82.91688586,39.98400694,-82.91708858,86.479,26.298248702,0.01
1946,164716,16576.0,2022-06-07 17:56:10,2022-08-02 19:53:13,72,1,1,2,Completed,40.08788254,-82.97219865,39.98400694,-82.91708858,86.479,26.750081729,7.17
1947,167289,3843.0,2022-06-17 04:20:18,2022-06-17 05:44:05,81,11,0,11,Completed,39.83547358,-82.9628245,40.1249986,-83.08518219,71.0,39.752122754,19.98
1948,167290,16576.0,2022-06-17 04:06:00,2022-06-17 05:14:18,253,6,0,6,Completed,39.94242565,-82.88925813,40.00993154,-83.00151876,97.127,44.459278719,4.66
1949,167301,15715.0,2022-06-17 11:54:21,2022-06-17 13:30:42,253,13,0,13,Completed,39.98389119,-82.91723951,40.08498394,-82.9676691,63.842,37.046800478,6.97
1950,167343,24.0,2022-06-17 10:42:25,2022-06-17 12:04:55,71,1,1,2,Completed,39.95541727,-82.91487925,40.08790402,-82.97212614,66.66,42.825079417,9.14
1951,167344,11.0,2022-06-17 10:25:32,2022-06-17 18:08:20,42,2,1,3,Completed,39.98412382,-82.91681137,40.08785358,-82.97219213,70.597,30.388167044,7.16
1952,167345,45.0,2022-06-17 10:35:40,2022-06-17 12:24:37,41,4,1,5,Completed,39.98401002,-82.91723979,39.97116597,-82.96807732,71.336,27.117680916,0.89
1953,167346,16576.0,2022-06-17 10:40:18,2022-06-17 12:35:46,72,4,0,4,Completed,39.98431721,-82.91692319,39.97118267,-82.96805825,86.39,33.736864984,0.91
1954,167347,45.0,2022-06-17 12:24:48,2022-06-17 14:32:31,41,2,0,2,Completed,39.97115958,-82.96809602,40.10897873,-83.09634133,73.147,39.713164141,9.51
1955,167348,11.0,2022-06-17 12:08:39,2022-06-17 14:01:53,42,4,1,5,Completed,40.08788519,-82.97221512,39.97122212,-82.96818871,70.597,25.66604194,8.05
1956,167349,16576.0,2022-06-17 12:42:11,2022-06-17 18:11:30,72,4,0,4,Completed,39.97118843,-82.96806756,39.98402144,-82.91695859,73.415,25.964505576,0.89
1957,167350,24.0,2022-06-17 12:05:03,2022-06-17 13:47:17,71,3,1,4,Completed,40.0878488,-82.97219409,39.97120139,-82.96796198,66.369,37.991292743,8.05
1958,167355,24.0,2022-06-17 17:41:04,2022-06-17 19:02:57,71,3,1,4,Completed,39.98414402,-82.91691258,39.90196339,-82.87008818,67.354,23.412601732,5.67
1959,167356,16576.0,2022-06-17 18:11:28,2022-06-17 19:06:53,72,2,0,2,Completed,39.9840585,-82.91695057,39.94809773,-82.83733772,80.126,33.439102941,2.48
1960,167357,11.0,2022-06-17 19:55:52,2022-06-17 21:50:14,42,4,1,5,Completed,39.87604015,-82.86654104,40.11893034,-83.07389004,73.035,28.336135041,16.76
1961,167358,24.0,2022-06-17 19:03:55,2022-06-17 20:32:23,71,2,1,3,Completed,39.90302761,-82.87190136,39.9817271,-83.15920226,69.456,34.071772538,5.43
1962,167359,45.0,2022-06-17 18:56:10,2022-06-17 20:33:08,41,3,0,3,Completed,39.99632929,-82.92227541,39.99689077,-82.92241895,10.021,1.31972,0.04
1963,167360,16576.0,2022-06-17 19:11:19,2022-06-17 20:21:31,72,3,0,3,Completed,39.96149949,-82.84270102,40.02788873,-82.92492503,71.134,32.423443497,4.58
1964,167373,3843.0,2022-06-17 05:44:13,2022-06-17 08:19:26,81,13,0,13,Completed,40.12500306,-83.08513246,40.07860851,-83.14315463,76.48,41.491741956,3.2
1965,167429,18228.0,2022-06-22 17:27:07,2022-06-22 18:55:55,85,11,0,11,Completed,39.86747097,-83.00512647,40.09852794,-83.12350415,72.879,37.231813984,15.94
1966,167430,18228.0,2022-06-22 18:56:38,2022-06-22 19:56:56,85,10,0,10,Completed,40.09852794,-83.12350415,39.98420894,-82.91755525,73.572,40.272299419,7.89
1967,167431,45.0,2022-06-23 02:21:56,2022-06-23 03:54:44,85,10,0,10,Completed,39.98420894,-82.91755525,39.98420894,-82.91755525,0.0,0.0,0.0
1968,167432,21.0,2022-06-22 09:31:54,2022-06-22 10:44:36,85,10,0,10,Completed,39.98442213,-82.91689659,39.73287792,-82.67040847,77.688,49.64214214,17.35
1969,167433,21.0,2022-06-21 09:32:10,2022-06-21 10:44:08,85,10,0,10,Completed,39.99770023,-82.9245208,39.99770023,-82.9245208,0.0,0.0,0.0
1970,167434,18228.0,2022-06-21 17:27:39,2022-06-21 19:55:44,85,11,0,11,Completed,39.98418236,-82.91698646,40.05806128,-82.95082304,76.927,52.654085878,5.1
1971,167435,18228.0,2022-06-21 18:09:57,2022-06-21 20:51:14,85,10,0,10,Completed,40.05858608,-82.93541974,39.9842906,-82.91753492,76.816,49.424838028,5.13
1972,167436,16576.0,2022-06-22 02:11:42,2022-06-22 04:19:42,85,11,0,11,Completed,39.94511122,-82.88901596,40.05779807,-82.95096377,97.821,65.574729709,7.77
1973,167437,21.0,2022-06-20 09:27:09,2022-06-20 10:48:02,85,10,0,10,Completed,39.98447047,-82.91691115,39.73286958,-82.67034506,73.348,51.999623746,17.36
1974,167438,18228.0,2022-06-20 17:31:42,2022-06-20 18:53:10,85,10,0,10,Completed,39.99632211,-82.92227531,39.99632211,-82.92227531,0.0,0.0,0.0
1975,167439,18228.0,2022-06-20 19:08:06,2022-06-20 19:59:36,85,10,0,10,Completed,39.99632211,-82.92227531,39.99634368,-82.9225932,13.913,2.727684211,0.0
1976,167440,45.0,2022-06-21 02:07:35,2022-06-21 03:49:48,85,10,0,10,Completed,39.99770023,-82.9245208,39.99770023,-82.9245208,0.0,0.0,0.0
1977,167441,21.0,2022-06-24 09:33:50,2022-06-24 10:44:35,85,10,0,10,Completed,39.98443758,-82.91686407,39.73284146,-82.67034779,76.681,50.977533884,17.36
1978,167442,18228.0,2022-06-24 17:30:55,2022-06-24 18:58:23,55,11,0,11,Completed,39.98977834,-82.92919324,39.98977834,-82.92919324,0.0,0.0,0.0
1979,167443,18228.0,2022-06-24 19:13:35,2022-06-24 19:59:31,85,10,0,10,Completed,39.73285001,-82.67039636,40.05801085,-82.95087694,71.537,54.23288196,22.43
1980,167444,45.0,2022-06-25 02:11:19,2022-06-25 03:49:10,81,11,0,11,Completed,39.93329416,-83.05855858,39.93329416,-83.05855858,0.0,0.0,0.0
1981,167445,21.0,2022-06-23 09:29:42,2022-06-23 10:43:42,85,10,0,10,Completed,39.98423281,-82.91755687,39.73287329,-82.67037523,75.026,51.859384874,17.34
1982,167446,18228.0,2022-06-23 17:44:42,2022-06-23 18:55:53,85,11,0,11,Completed,39.98423287,-82.91707688,39.73289432,-82.67042103,73.706,45.107866667,17.34
