,id,scheduled_ts,pickup_ts,dropoff_ts,requested_ts,special_assistance,organization_id,ride_type,status,estimated_miles,fare,discount,route_id
43313,768266,2022-02-25 19:00:00,2022-02-25 19:14:07,2022-02-25 19:56:10,2022-02-18 23:11:58,False,221,Ready By,Completed,15.3,7.76,1.55,139477
43304,744076,2022-02-25 18:05:00,2022-02-25 18:16:45,2022-02-25 18:48:02,2022-01-24 22:03:20,False,221,Ready By,Completed,15.1,7.76,1.55,139479
43291,743374,2022-02-26 02:00:00,2022-02-25 16:09:52,2022-02-25 16:10:03,2022-01-23 21:51:48,False,221,Ready By,Completed,15.6,10.09,2.02,139482
43279,743488,2022-02-25 11:30:00,2022-02-25 11:40:32,2022-02-25 12:21:12,2022-01-23 21:52:21,False,221,Ready By,Completed,15.6,10.09,2.02,139485
43262,744075,2022-02-24 18:05:00,2022-02-24 18:14:20,2022-02-24 18:50:14,2022-01-24 22:03:20,False,221,Ready By,Completed,15.1,7.76,1.55,139488
43259,768265,2022-02-24 19:00:00,2022-02-24 19:21:41,2022-02-24 20:01:18,2022-02-18 23:11:58,False,221,Ready By,Completed,15.3,7.76,1.55,139489
43248,768151,2022-02-24 09:50:00,2022-02-24 09:51:01,2022-02-24 10:46:11,2022-02-18 23:11:55,False,221,Ready By,Completed,15.3,7.76,1.55,139491
43240,743487,2022-02-24 11:30:00,2022-02-24 11:42:25,2022-02-24 12:22:16,2022-01-23 21:52:21,False,221,Ready By,Completed,15.6,10.09,2.02,139492
43225,757165,2022-02-24 17:55:00,2022-02-24 18:02:29,2022-02-24 18:45:00,2022-02-07 13:55:28,False,221,Ready By,Completed,12.2,7.76,1.55,139493
62867,743373,2022-02-25 02:00:00,2022-02-25 02:07:36,2022-02-25 02:41:22,2022-01-23 21:51:48,False,221,Ready By,Completed,15.6,10.09,2.02,139494
43211,765593,2022-02-24 06:50:00,2022-02-24 06:39:23,2022-02-24 07:14:20,2022-02-15 23:58:11,False,221,Ready By,Completed,15.3,9.71,1.75,139496
42921,744185,2022-02-22 02:30:00,2022-02-22 02:39:07,2022-02-22 03:11:06,2022-01-24 22:03:23,False,221,Ready By,Completed,15.1,7.76,1.55,139579
67061,768395,2022-02-22 21:30:00,2022-02-22 21:32:56,2022-02-22 21:55:00,2022-02-19 01:31:58,False,1,Ready By,Completed,5.9,17.0,0.0,139580
65104,703431,2022-02-23 13:00:00,2022-02-23 12:23:45,2022-02-23 13:06:57,2022-01-02 20:08:31,True,2,Arrive By,Completed,10.4,6.6,1.32,139600
66948,703739,2022-02-23 13:00:00,2022-02-23 11:59:27,2022-02-23 13:13:53,2022-01-02 20:11:35,False,2,Arrive By,Completed,16.0,10.09,2.02,139601
42738,701212,2022-02-23 13:00:00,2022-02-23 12:05:39,2022-02-23 13:02:19,2022-01-01 20:04:50,False,2,Arrive By,Completed,7.1,6.6,1.32,139602
62854,701877,2022-02-23 13:00:00,2022-02-23 12:11:42,2022-02-23 13:00:08,2022-01-02 17:36:02,False,2,Arrive By,Completed,7.4,6.6,1.32,139603
66071,705737,2022-02-23 14:45:00,2022-02-23 13:22:33,2022-02-23 14:18:13,2022-01-03 17:17:45,False,2,Arrive By,Completed,5.9,8.25,1.49,139605
65100,768797,2022-02-23 14:45:00,2022-02-23 14:40:29,2022-02-23 15:50:37,2022-02-21 14:49:27,True,2,Arrive By,Completed,7.0,8.25,1.49,139607
66064,701718,2022-02-23 14:45:00,2022-02-23 13:36:44,2022-02-23 15:04:24,2022-01-02 17:00:27,True,2,Arrive By,Completed,11.6,7.76,1.55,139608
62850,703508,2022-02-23 19:00:00,2022-02-23 19:25:10,2022-02-23 20:09:47,2022-01-02 20:08:35,True,2,Ready By,Completed,10.4,6.6,1.32,139609
65097,703816,2022-02-23 19:00:00,2022-02-23 19:01:37,2022-02-23 19:48:27,2022-01-02 20:11:37,False,2,Ready By,Completed,16.0,10.09,2.02,139610
42734,760040,2022-02-23 19:00:00,2022-02-23 19:04:36,2022-02-23 19:33:37,2022-02-08 19:01:26,False,2,Ready By,Completed,3.2,6.79,1.22,139611
62846,701083,2022-02-23 19:00:00,2022-02-23 19:04:11,2022-02-23 19:38:44,2022-01-01 20:04:48,False,2,Ready By,Completed,7.1,6.6,1.32,139612
62839,769090,2022-02-23 20:30:00,2022-02-23 21:16:13,2022-02-23 21:49:34,2022-02-22 12:25:37,False,2,Ready By,Completed,4.9,9.69,1.26,139613
42730,705788,2022-02-23 20:30:00,2022-02-23 20:49:31,2022-02-23 21:39:34,2022-01-03 17:17:47,False,2,Ready By,Completed,5.9,8.25,1.49,139616
62834,736723,2022-02-23 20:30:00,2022-02-24 10:50:49,2022-02-24 14:50:12,2022-01-17 17:15:17,False,2,Ready By,Completed,12.7,7.76,1.55,139617
42721,701795,2022-02-23 20:30:00,2022-02-23 20:32:30,2022-02-23 21:52:57,2022-01-02 17:00:29,True,2,Ready By,Completed,11.6,7.76,1.55,139622
42659,744186,2022-02-23 02:30:00,2022-02-23 02:43:16,2022-02-23 03:15:55,2022-01-24 22:03:23,False,221,Ready By,Completed,15.1,7.76,1.55,139641
42582,757268,2022-02-23 02:38:00,2022-02-23 02:45:18,2022-02-23 03:25:25,2022-02-07 13:55:30,False,221,Ready By,Completed,12.2,7.76,1.55,139642
42488,743486,2022-02-23 10:46:00,2022-02-23 10:42:08,2022-02-23 11:22:13,2022-01-23 21:52:21,False,221,Ready By,Completed,15.6,10.09,2.02,139648
66947,768397,2022-02-24 21:30:00,2022-02-24 21:34:22,2022-02-24 21:59:56,2022-02-19 01:34:57,False,1,Ready By,Completed,5.9,17.0,0.0,139658
66523,769069,2022-02-25 13:35:00,2022-02-25 13:45:51,2022-02-25 13:53:47,2022-02-22 02:45:13,False,45,Ready By,Completed,1.6,0.0,0.0,139663
62833,768401,2022-02-24 12:20:00,2022-02-24 12:23:50,2022-02-24 12:30:51,2022-02-19 01:52:19,False,45,Ready By,Completed,0.8,0.0,0.0,139665
42385,769068,2022-02-24 13:35:00,2022-02-24 13:45:02,2022-02-24 13:54:08,2022-02-22 02:45:13,False,45,Ready By,Completed,1.6,0.0,0.0,139666
42376,766601,2022-02-23 13:15:00,2022-02-23 13:15:06,2022-02-23 13:24:12,2022-02-16 22:24:38,False,45,Ready By,Completed,3.7,0.0,0.0,139676
42374,769067,2022-02-23 13:35:00,2022-02-23 13:44:07,2022-02-23 13:53:24,2022-02-22 02:45:13,False,45,Ready By,Completed,1.6,0.0,0.0,139677
65088,769064,2022-02-23 22:00:00,2022-02-23 22:24:24,2022-02-23 22:27:13,2022-02-22 02:42:39,False,45,Ready By,Completed,1.6,0.0,0.0,139810
42369,766602,2022-02-23 20:00:00,2022-02-23 20:05:24,2022-02-23 20:37:10,2022-02-16 22:24:40,False,45,Ready By,Completed,3.7,0.0,0.0,139856
62829,753356,2022-02-24 13:00:00,2022-02-24 11:39:08,2022-02-24 13:05:08,2022-01-31 19:09:02,False,2,Arrive By,Completed,9.2,8.25,1.49,139879
65087,704355,2022-02-24 13:00:00,2022-02-24 12:15:39,2022-02-24 13:10:28,2022-01-02 20:16:36,True,2,Arrive By,Completed,15.6,10.09,2.02,139880
62828,742044,2022-02-24 14:45:00,2022-02-24 13:29:02,2022-02-24 14:06:11,2022-01-23 13:57:22,False,2,Arrive By,Completed,4.9,6.79,1.22,139882
67060,704432,2022-02-24 19:00:00,2022-02-24 19:09:36,2022-02-24 19:44:43,2022-01-02 20:16:39,True,2,Ready By,Completed,15.6,10.09,2.02,139885
66792,701641,2022-02-24 19:00:00,2022-02-24 19:16:58,2022-02-24 19:53:57,2022-01-02 16:55:42,True,2,Ready By,Completed,6.7,6.6,1.32,139887
65086,753398,2022-02-24 19:00:00,2022-02-24 19:12:18,2022-02-24 20:14:42,2022-01-31 19:09:04,False,2,Ready By,Completed,9.2,8.25,1.49,139888
42365,742090,2022-02-24 20:30:00,2022-02-24 20:59:27,2022-02-24 21:50:16,2022-01-23 13:57:24,False,2,Ready By,Completed,4.9,6.79,1.22,139890
65081,703096,2022-02-24 20:30:00,2022-02-24 21:15:46,2022-02-24 22:10:54,2022-01-02 19:58:09,False,2,Ready By,Completed,16.5,10.09,2.02,139891
42361,700391,2022-02-24 20:30:00,2022-02-24 20:44:25,2022-02-24 21:54:14,2022-01-01 19:57:56,False,2,Ready By,Completed,4.0,6.79,1.22,139892
42353,701564,2022-02-24 13:00:00,2022-02-24 12:09:16,2022-02-24 13:07:15,2022-01-02 16:55:39,True,2,Arrive By,Completed,6.7,6.6,1.32,139893
62819,733102,2022-02-24 12:30:00,2022-02-24 12:45:48,2022-02-24 12:48:30,2022-01-11 19:48:17,False,45,Ready By,Completed,0.9,0.0,0.0,139900
66061,769072,2022-02-24 20:00:00,2022-02-24 20:05:43,2022-02-24 20:15:13,2022-02-22 03:59:27,False,45,Ready By,Completed,3.7,0.0,0.0,139923
62816,769065,2022-02-24 22:00:00,2022-02-24 22:12:32,2022-02-24 22:21:50,2022-02-22 02:42:39,False,45,Ready By,Completed,1.6,0.0,0.0,139925
42337,757269,2022-02-24 03:30:00,2022-02-24 04:20:45,2022-02-24 04:57:14,2022-02-07 13:55:30,False,221,Ready By,Completed,12.2,7.76,1.55,140010
39426,744187,2022-02-24 03:30:00,2022-02-24 04:19:32,2022-02-24 04:47:23,2022-01-24 22:03:23,False,221,Ready By,Completed,15.1,7.76,1.55,140011
62812,705404,2022-03-01 00:00:00,2022-03-01 00:16:23,2022-03-01 00:31:23,2022-01-03 14:41:45,True,37,Ready By,Completed,3.1,11.07,1.11,140050
66522,769074,2022-02-26 13:15:00,2022-02-26 13:12:54,2022-02-26 13:26:01,2022-02-22 04:01:39,False,45,Ready By,Completed,3.7,0.0,0.0,140062
66521,733027,2022-03-02 21:30:00,2022-03-02 21:46:19,2022-03-02 21:46:22,2022-01-11 19:46:54,False,45,Ready By,Completed,0.9,0.0,0.0,140078
66520,678881,2022-03-04 18:00:00,2022-03-04 18:09:04,2022-03-04 19:17:11,2021-12-08 21:37:28,False,96,Ready By,Completed,8.3,6.6,1.32,140101
39403,776676,2022-03-04 13:30:00,2022-03-04 13:27:45,2022-08-02 19:57:51,2022-03-02 23:10:20,False,96,Arrive By,Completed,2.9,5.44,1.09,140127
39364,776590,2022-03-03 13:30:00,2022-03-03 13:31:54,2022-03-03 13:56:46,2022-03-02 23:05:59,False,96,Arrive By,Completed,2.9,14.0,0.0,140128
39346,661130,2022-03-02 13:30:00,2022-03-02 13:12:10,2022-03-02 13:34:50,2021-10-31 16:06:22,False,96,Arrive By,Completed,1.0,5.44,1.09,140129
62796,774233,2022-03-01 13:30:00,2022-03-01 12:53:47,2022-03-01 14:04:17,2022-02-28 19:37:45,False,96,Arrive By,Completed,6.8,17.0,0.0,140130
39311,661128,2022-02-28 13:30:00,2022-02-28 13:16:45,2022-02-28 13:40:54,2021-10-31 16:06:22,False,96,Arrive By,Completed,1.0,5.44,1.09,140131
39308,705174,2022-02-25 13:00:00,2022-02-25 12:47:04,2022-02-25 13:25:36,2022-01-02 20:30:04,False,2,Arrive By,Completed,11.1,9.71,1.75,140158
65063,703740,2022-02-25 13:00:00,2022-02-25 11:54:38,2022-02-25 13:09:30,2022-01-02 20:11:35,False,2,Arrive By,Completed,16.0,10.09,2.02,140159
62725,701878,2022-02-25 13:00:00,2022-02-25 12:07:01,2022-02-25 13:25:09,2022-01-02 17:36:02,False,2,Arrive By,Completed,7.4,6.6,1.32,140160
39304,736654,2022-02-25 14:45:00,2022-02-25 13:50:51,2022-02-25 14:53:54,2022-01-17 17:15:15,False,2,Arrive By,Completed,12.7,7.76,1.55,140162
39299,768798,2022-02-25 14:45:00,2022-02-25 14:45:03,2022-02-25 16:30:03,2022-02-21 14:49:27,True,2,Arrive By,Completed,7.0,8.25,1.49,140164
39297,701719,2022-02-25 14:45:00,2022-02-25 13:48:38,2022-02-25 14:49:11,2022-01-02 17:00:27,True,2,Arrive By,Completed,11.6,7.76,1.55,140166
66044,703509,2022-02-25 19:00:00,2022-02-25 19:23:38,2022-02-25 20:26:24,2022-01-02 20:08:35,True,2,Ready By,Completed,10.4,6.6,1.32,140168
62717,760041,2022-02-25 19:00:00,2022-02-25 19:14:40,2022-02-25 19:29:13,2022-02-08 19:01:26,False,2,Ready By,Completed,3.2,6.79,1.22,140169
62716,701085,2022-02-25 19:00:00,2022-02-25 19:09:02,2022-02-25 19:38:04,2022-01-01 20:04:48,False,2,Ready By,Completed,7.1,6.6,1.32,140170
66503,704924,2022-02-25 20:30:00,2022-02-25 20:36:49,2022-02-25 21:07:48,2022-01-02 20:22:22,False,2,Ready By,Completed,4.8,5.44,1.09,140172
39291,768853,2022-02-25 20:30:00,2022-02-25 21:27:52,2022-02-25 22:04:37,2022-02-21 14:49:28,True,2,Ready By,Completed,7.0,8.25,1.49,140173
39288,701796,2022-02-25 20:30:00,2022-02-25 21:37:06,2022-02-25 22:57:58,2022-01-02 17:00:29,True,2,Ready By,Completed,11.6,7.76,1.55,140174
39269,757060,2022-02-25 03:30:00,2022-02-25 03:39:59,2022-02-25 04:17:04,2022-02-07 13:54:50,False,221,Ready By,Completed,12.2,7.76,1.55,140285
39228,744188,2022-02-25 03:30:00,2022-02-25 03:34:40,2022-02-25 04:10:20,2022-01-24 22:03:23,False,221,Ready By,Completed,15.1,7.76,1.55,140286
39166,757061,2022-02-26 03:30:00,2022-02-26 03:17:37,2022-02-26 03:53:04,2022-02-07 13:54:50,False,221,Ready By,Completed,12.2,7.76,1.55,140363
39139,744189,2022-02-26 03:30:00,2022-02-26 03:28:20,2022-02-26 03:56:35,2022-01-24 22:03:23,False,221,Ready By,Completed,15.1,7.76,1.55,140364
39087,744078,2022-03-01 18:05:00,2022-03-01 18:12:11,2022-03-01 18:46:07,2022-01-24 22:03:20,False,221,Ready By,Completed,15.1,7.76,1.55,140370
39082,756177,2022-03-01 19:05:00,2022-03-01 19:01:05,2022-03-01 19:37:25,2022-02-04 16:47:13,False,221,Ready By,Completed,13.3,7.76,1.55,140372
39065,765596,2022-03-01 06:50:00,2022-03-01 06:46:56,2022-03-01 07:22:05,2022-02-15 23:58:11,False,221,Ready By,Completed,15.3,9.71,1.75,140373
39059,743490,2022-03-01 11:30:00,2022-03-01 11:52:14,2022-03-01 12:34:37,2022-01-23 21:52:21,False,221,Ready By,Completed,15.6,10.09,2.02,140377
39044,743376,2022-03-02 02:00:00,2022-03-02 02:09:48,2022-03-02 02:41:03,2022-01-23 21:51:48,False,221,Ready By,Completed,15.6,10.09,2.02,140380
39026,744077,2022-02-28 18:05:00,2022-02-28 18:18:57,2022-02-28 18:51:04,2022-01-24 22:03:20,False,221,Ready By,Completed,15.1,7.76,1.55,140382
65057,768153,2022-02-28 09:50:00,2022-02-28 09:51:57,2022-02-28 10:48:00,2022-02-18 23:11:55,False,221,Ready By,Completed,15.3,7.76,1.55,140387
62704,757167,2022-02-28 17:55:00,2022-02-28 17:55:45,2022-02-28 18:41:12,2022-02-07 13:55:28,False,221,Ready By,Completed,12.2,7.76,1.55,140388
39025,708751,2022-02-28 19:00:00,2022-02-28 19:06:36,2022-02-28 19:37:44,2022-01-07 22:38:26,False,221,Ready By,Completed,15.6,10.09,2.02,140389
62695,743375,2022-03-01 02:00:00,2022-03-01 02:05:30,2022-03-01 02:40:03,2022-01-23 21:51:48,False,221,Ready By,Completed,15.6,10.09,2.02,140390
39011,744081,2022-03-04 18:05:00,2022-03-04 18:14:36,2022-03-04 18:50:49,2022-01-24 22:03:20,False,221,Ready By,Completed,15.1,7.76,1.55,140392
38992,765599,2022-03-04 06:50:00,2022-03-04 06:41:50,2022-03-04 07:59:29,2022-02-15 23:58:11,False,221,Ready By,Completed,15.3,9.71,1.75,140394
62686,768157,2022-03-04 09:50:00,2022-03-04 09:53:03,2022-03-04 10:46:42,2022-02-18 23:11:55,False,221,Ready By,Completed,15.3,7.76,1.55,140396
38986,743493,2022-03-04 11:30:00,2022-03-04 11:42:21,2022-03-04 12:20:07,2022-01-23 21:52:21,False,221,Ready By,Completed,15.6,10.09,2.02,140397
38977,768271,2022-03-04 19:00:00,2022-03-04 19:08:15,2022-03-04 19:48:11,2022-02-18 23:11:58,False,221,Ready By,Completed,15.3,7.76,1.55,140399
38971,743379,2022-03-05 02:00:00,2022-03-05 02:12:37,2022-03-05 02:41:26,2022-01-23 21:51:48,False,221,Ready By,Completed,15.6,10.09,2.02,140401
62682,744080,2022-03-03 18:05:00,2022-03-03 18:17:36,2022-03-03 18:53:28,2022-01-24 22:03:20,False,221,Ready By,Completed,15.1,7.76,1.55,140403
62670,765598,2022-03-03 06:50:00,2022-03-03 06:39:59,2022-03-03 07:15:39,2022-02-15 23:58:11,False,221,Ready By,Completed,15.3,9.71,1.75,140406
38957,765549,2022-03-03 20:45:00,2022-03-03 20:49:33,2022-03-03 21:51:47,2022-02-15 23:58:10,False,221,Ready By,Completed,15.3,9.71,1.75,140407
38941,768156,2022-03-03 09:50:00,2022-03-03 09:52:43,2022-03-03 10:46:36,2022-02-18 23:11:55,False,221,Ready By,Completed,15.3,7.76,1.55,140409
38935,743492,2022-03-03 11:30:00,2022-03-03 11:38:03,2022-03-03 12:17:58,2022-01-23 21:52:21,False,221,Ready By,Completed,15.6,10.09,2.02,140410
38916,757170,2022-03-03 17:55:00,2022-03-03 18:03:56,2022-03-03 18:48:06,2022-02-07 13:55:28,False,221,Ready By,Completed,12.2,7.76,1.55,140411
62651,768270,2022-03-03 19:00:00,2022-03-03 19:15:04,2022-03-03 19:54:07,2022-02-18 23:11:58,False,221,Ready By,Completed,15.3,7.76,1.55,140412
38912,743378,2022-03-04 02:00:00,2022-03-04 02:04:08,2022-03-04 02:33:28,2022-01-23 21:51:48,False,221,Ready By,Completed,15.6,10.09,2.02,140413
62648,744079,2022-03-02 18:05:00,2022-03-02 18:19:58,2022-03-02 18:53:26,2022-01-24 22:03:20,False,221,Ready By,Completed,15.1,7.76,1.55,140415
38900,757274,2022-03-03 03:05:00,2022-03-03 03:51:13,2022-03-03 04:28:36,2022-02-07 13:55:30,False,221,Ready By,Completed,12.2,7.76,1.55,140416
65054,718927,2022-03-02 18:35:00,2022-03-02 18:33:18,2022-03-02 19:13:54,2022-01-08 16:22:19,False,221,Ready By,Completed,19.3,10.09,2.02,140417
38890,765597,2022-03-02 06:50:00,2022-03-02 06:39:50,2022-03-02 07:15:41,2022-02-15 23:58:11,False,221,Ready By,Completed,15.3,9.71,1.75,140418
38859,765548,2022-03-02 20:45:00,2022-03-02 20:58:23,2022-03-02 21:53:08,2022-02-15 23:58:10,False,221,Ready By,Completed,15.3,9.71,1.75,140419
38855,768155,2022-03-02 09:50:00,2022-03-02 09:53:10,2022-03-02 10:47:32,2022-02-18 23:11:55,False,221,Ready By,Completed,15.3,7.76,1.55,140421
38846,743491,2022-03-02 11:30:00,2022-03-02 11:23:25,2022-03-02 12:02:03,2022-01-23 21:52:21,False,221,Ready By,Completed,15.6,10.09,2.02,140422
38828,743377,2022-03-03 02:00:00,2022-03-03 02:34:17,2022-03-03 02:34:30,2022-01-23 21:51:48,False,221,Ready By,Completed,15.6,10.09,2.02,140425
62623,744192,2022-03-03 03:05:00,2022-03-03 03:52:15,2022-03-03 04:26:10,2022-01-24 22:03:23,False,221,Ready By,Completed,15.1,7.76,1.55,140426
62622,770164,2022-03-02 14:30:00,2022-03-02 14:35:21,2022-03-02 14:40:40,2022-02-23 15:05:30,False,37,Ready By,Completed,0.4,14.0,0.0,140446
66785,751536,2022-03-03 12:00:00,2022-03-03 12:07:24,2022-03-03 12:42:50,2022-01-28 17:24:00,False,195,Ready By,Completed,15.9,10.09,2.02,140501
66944,751665,2022-03-04 03:10:00,2022-03-04 03:11:31,2022-03-04 03:40:36,2022-01-28 17:24:04,False,195,Ready By,Completed,15.9,10.09,2.02,140502
38826,751535,2022-03-02 12:00:00,2022-03-02 12:32:01,2022-03-02 12:44:24,2022-01-28 17:24:00,False,195,Ready By,Completed,15.9,10.09,2.02,140503
66041,751664,2022-03-03 03:10:00,2022-03-03 03:14:01,2022-03-03 04:08:09,2022-01-28 17:24:04,False,195,Ready By,Completed,15.9,10.09,2.02,140504
38825,751534,2022-03-01 12:00:00,2022-03-01 12:42:10,2022-03-01 12:42:16,2022-01-28 17:24:00,False,195,Ready By,Completed,15.9,10.09,2.02,140505
66943,751663,2022-03-02 03:10:00,2022-03-02 03:12:21,2022-03-02 03:56:58,2022-01-28 17:24:04,False,195,Ready By,Completed,15.9,10.09,2.02,140506
38821,705413,2022-03-01 01:35:00,2022-03-01 01:39:26,2022-03-01 01:54:12,2022-01-03 14:41:46,True,37,Ready By,Completed,3.1,11.07,1.11,140521
38815,733025,2022-02-26 21:30:00,2022-02-26 21:37:58,2022-02-26 21:42:49,2022-01-11 19:46:54,False,45,Ready By,Completed,0.9,0.0,0.0,140626
62621,703433,2022-02-28 13:00:00,2022-02-28 12:25:58,2022-02-28 13:29:52,2022-01-02 20:08:31,True,2,Arrive By,Completed,10.4,6.6,1.32,140648
38809,701215,2022-02-28 13:00:00,2022-02-28 12:05:55,2022-02-28 13:18:11,2022-01-01 20:04:50,False,2,Arrive By,Completed,7.1,6.6,1.32,140649
38803,701879,2022-02-28 13:00:00,2022-02-28 12:25:06,2022-02-28 13:27:15,2022-01-02 17:36:02,False,2,Arrive By,Completed,7.4,6.6,1.32,140650
66499,767978,2022-02-28 14:45:00,2022-02-28 13:55:40,2022-02-28 15:43:38,2022-02-18 17:58:28,False,2,Arrive By,Completed,16.5,17.99,2.34,140653
62617,705738,2022-02-28 14:45:00,2022-02-28 14:00:17,2022-02-28 14:50:24,2022-01-03 17:17:45,False,2,Arrive By,Completed,5.9,8.25,1.49,140655
62616,768799,2022-02-28 14:45:00,2022-02-28 14:40:19,2022-02-28 15:33:27,2022-02-21 14:49:27,True,2,Arrive By,Completed,7.0,8.25,1.49,140657
67059,703510,2022-02-28 19:00:00,2022-02-28 19:33:38,2022-02-28 20:03:04,2022-01-02 20:08:35,True,2,Ready By,Completed,10.4,6.6,1.32,140662
38799,760042,2022-02-28 19:00:00,2022-02-28 19:13:15,2022-02-28 19:41:32,2022-02-08 19:01:26,False,2,Ready By,Completed,3.2,6.79,1.22,140664
62609,701086,2022-02-28 19:00:00,2022-02-28 19:05:13,2022-02-28 19:41:22,2022-01-01 20:04:48,False,2,Ready By,Completed,7.1,6.6,1.32,140665
38794,758895,2022-02-28 20:30:00,2022-02-28 21:04:02,2022-02-28 21:29:05,2022-02-08 14:44:44,False,2,Ready By,Completed,4.3,9.69,1.26,140667
62607,768854,2022-02-28 20:30:00,2022-02-28 20:54:44,2022-02-28 21:29:54,2022-02-21 14:49:28,True,2,Ready By,Completed,7.0,8.25,1.49,140668
38787,701797,2022-02-28 20:30:00,2022-02-28 20:36:41,2022-02-28 21:26:43,2022-01-02 17:00:29,True,2,Ready By,Completed,11.6,7.76,1.55,140669
65048,772643,2022-02-28 18:50:00,2022-02-28 18:58:37,2022-02-28 19:05:55,2022-02-25 21:11:10,False,37,Ready By,Completed,1.8,14.0,0.0,140727
66498,772682,2022-02-28 16:00:00,2022-02-28 15:58:47,2022-02-28 16:06:14,2022-02-26 02:24:56,False,45,Ready By,Completed,3.7,0.0,0.0,140871
67058,699781,2022-03-01 13:00:00,2022-03-01 13:11:57,2022-03-01 13:14:29,2022-01-01 19:50:41,False,2,Arrive By,Completed,2.8,5.44,1.09,140964
65045,758822,2022-03-01 13:00:00,2022-03-01 11:59:46,2022-03-01 13:09:12,2022-02-08 12:52:28,False,2,Arrive By,Completed,13.6,11.76,1.76,140965
65042,753357,2022-03-01 13:00:00,2022-03-01 12:20:51,2022-03-01 13:11:20,2022-01-31 19:09:02,False,2,Arrive By,Completed,9.2,8.25,1.49,140966
38784,772271,2022-03-01 14:45:00,2022-03-01 14:34:11,2022-03-01 15:01:45,2022-02-25 18:47:31,False,2,Arrive By,Completed,9.7,6.6,1.32,140967
62603,705071,2022-03-01 14:45:00,2022-03-01 13:29:55,2022-03-01 14:15:50,2022-01-02 20:24:30,False,2,Arrive By,Completed,5.0,6.79,1.22,140968
66784,699295,2022-03-01 14:45:00,2022-03-01 13:46:22,2022-03-01 14:05:40,2022-01-01 19:43:42,False,2,Arrive By,Completed,4.7,5.44,1.09,140969
66496,700340,2022-03-01 14:45:00,2022-03-01 14:15:35,2022-03-01 15:34:29,2022-01-01 19:57:55,False,2,Arrive By,Completed,4.0,6.79,1.22,140970
38782,758843,2022-03-01 19:00:00,2022-03-01 19:02:15,2022-03-01 19:29:05,2022-02-08 12:52:29,False,2,Ready By,Completed,13.6,11.76,1.76,140971
38780,699859,2022-03-01 19:00:00,2022-03-01 20:37:17,2022-03-01 20:38:09,2022-01-01 19:50:43,False,2,Ready By,Completed,2.8,5.44,1.09,140972
66040,753399,2022-03-01 19:00:00,2022-03-01 19:09:28,2022-03-01 20:05:25,2022-01-31 19:09:04,False,2,Ready By,Completed,9.2,8.25,1.49,140973
65038,742091,2022-03-01 20:30:00,2022-03-01 20:49:35,2022-03-01 21:44:45,2022-01-23 13:57:24,False,2,Ready By,Completed,4.9,6.79,1.22,140974
66783,772360,2022-03-01 20:30:00,2022-03-01 21:05:41,2022-03-01 21:05:54,2022-02-25 18:47:33,False,2,Ready By,Completed,9.7,6.6,1.32,140975
66036,699424,2022-03-01 20:30:00,2022-03-01 20:31:29,2022-03-01 20:41:15,2022-01-01 19:43:45,False,2,Ready By,Completed,4.7,5.44,1.09,140976
38779,700392,2022-03-01 20:30:00,2022-03-01 20:39:09,2022-03-01 21:20:32,2022-01-01 19:57:56,False,2,Ready By,Completed,4.0,6.79,1.22,140977
66494,703434,2022-03-02 13:00:00,2022-03-02 12:41:30,2022-03-02 13:28:28,2022-01-02 20:08:31,True,2,Arrive By,Completed,10.4,6.6,1.32,140983
38776,701880,2022-03-02 13:00:00,2022-03-02 12:12:31,2022-03-02 13:16:19,2022-01-02 17:36:02,False,2,Arrive By,Completed,7.4,6.6,1.32,140984
62599,705739,2022-03-02 14:45:00,2022-03-02 13:32:55,2022-03-02 14:22:11,2022-01-03 17:17:45,False,2,Arrive By,Completed,5.9,8.25,1.49,140987
62595,772091,2022-03-02 14:45:00,2022-03-02 14:44:43,2022-03-02 16:15:35,2022-02-25 18:28:49,False,2,Arrive By,Completed,7.8,10.0,1.5,140988
38771,701721,2022-03-02 14:45:00,2022-03-02 13:28:48,2022-03-02 14:43:14,2022-01-02 17:00:27,True,2,Arrive By,Completed,11.6,7.76,1.55,140989
66493,772844,2022-02-28 13:56:41,2022-02-28 13:45:04,2022-02-28 13:56:07,2022-02-27 19:51:24,False,45,Ready By,Completed,1.6,0.0,0.0,140991
66780,772825,2022-02-28 20:15:00,2022-02-28 20:25:40,2022-02-28 20:25:40,2022-02-27 16:28:43,False,45,Ready By,No Show,2.6,0.0,0.0,140993
62591,772687,2022-03-01 15:00:00,2022-03-01 15:11:18,2022-03-01 15:25:30,2022-02-26 12:41:41,False,37,Ready By,Completed,3.7,14.0,0.0,141050
62590,772830,2022-03-03 12:20:00,2022-03-03 12:25:18,2022-03-03 12:31:29,2022-02-27 18:29:42,False,45,Ready By,Completed,0.8,0.0,0.0,141072
66779,772852,2022-03-03 13:35:00,2022-03-03 13:36:55,2022-03-03 13:45:26,2022-02-27 19:57:23,False,45,Ready By,Completed,1.6,0.0,0.0,141073
66492,772828,2022-03-01 12:20:00,2022-03-01 12:32:11,2022-03-01 12:39:55,2022-02-27 18:26:07,False,45,Ready By,Completed,0.8,0.0,0.0,141075
66942,772850,2022-03-01 13:35:00,2022-03-01 13:37:53,2022-03-01 13:47:01,2022-02-27 19:57:23,False,45,Ready By,Completed,1.6,0.0,0.0,141076
